country,state,date,total_deaths,deaths_change,total_confirmed,confirmed_change,total_recovered,recovered_change
Australia,Australian Capital Territory,2020-01-22,0,0.0,0,0.0,0,0.0
Australia,New South Wales,2020-01-22,0,0.0,0,0.0,0,0.0
Australia,Northern Territory,2020-01-22,0,0.0,0,0.0,0,0.0
Australia,Queensland,2020-01-22,0,0.0,0,0.0,0,0.0
Australia,South Australia,2020-01-22,0,0.0,0,0.0,0,0.0
Australia,Tasmania,2020-01-22,0,0.0,0,0.0,0,0.0
Australia,Victoria,2020-01-22,0,0.0,0,0.0,0,0.0
Australia,Western Australia,2020-01-22,0,0.0,0,0.0,0,0.0
China,Anhui,2020-01-22,0,0.0,1,0.0,0,0.0
China,Beijing,2020-01-22,0,0.0,14,0.0,0,0.0
China,Chongqing,2020-01-22,0,0.0,6,0.0,0,0.0
China,Fujian,2020-01-22,0,0.0,1,0.0,0,0.0
China,Gansu,2020-01-22,0,0.0,0,0.0,0,0.0
China,Guangdong,2020-01-22,0,0.0,26,0.0,0,0.0
China,Guangxi,2020-01-22,0,0.0,2,0.0,0,0.0
China,Guizhou,2020-01-22,0,0.0,1,0.0,0,0.0
China,Hainan,2020-01-22,0,0.0,4,0.0,0,0.0
China,Hebei,2020-01-22,0,0.0,1,0.0,0,0.0
China,Heilongjiang,2020-01-22,0,0.0,0,0.0,0,0.0
China,Henan,2020-01-22,0,0.0,5,0.0,0,0.0
China,Hong Kong,2020-01-22,0,0.0,0,0.0,0,0.0
China,Hubei,2020-01-22,17,0.0,444,0.0,28,0.0
China,Hunan,2020-01-22,0,0.0,4,0.0,0,0.0
China,Inner Mongolia,2020-01-22,0,0.0,0,0.0,0,0.0
China,Jiangsu,2020-01-22,0,0.0,1,0.0,0,0.0
China,Jiangxi,2020-01-22,0,0.0,2,0.0,0,0.0
China,Jilin,2020-01-22,0,0.0,0,0.0,0,0.0
China,Liaoning,2020-01-22,0,0.0,2,0.0,0,0.0
China,Macau,2020-01-22,0,0.0,1,0.0,0,0.0
China,Ningxia,2020-01-22,0,0.0,1,0.0,0,0.0
China,Qinghai,2020-01-22,0,0.0,0,0.0,0,0.0
China,Shaanxi,2020-01-22,0,0.0,0,0.0,0,0.0
China,Shandong,2020-01-22,0,0.0,2,0.0,0,0.0
China,Shanghai,2020-01-22,0,0.0,9,0.0,0,0.0
China,Shanxi,2020-01-22,0,0.0,1,0.0,0,0.0
China,Sichuan,2020-01-22,0,0.0,5,0.0,0,0.0
China,Tianjin,2020-01-22,0,0.0,4,0.0,0,0.0
China,Tibet,2020-01-22,0,0.0,0,0.0,0,0.0
China,Xinjiang,2020-01-22,0,0.0,0,0.0,0,0.0
China,Yunnan,2020-01-22,0,0.0,1,0.0,0,0.0
China,Zhejiang,2020-01-22,0,0.0,10,0.0,0,0.0
Afghanistan,0,2020-01-22,0,0.0,0,0.0,0,0.0
Albania,0,2020-01-22,0,0.0,0,0.0,0,0.0
Algeria,0,2020-01-22,0,0.0,0,0.0,0,0.0
Andorra,0,2020-01-22,0,0.0,0,0.0,0,0.0
Angola,0,2020-01-22,0,0.0,0,0.0,0,0.0
Antigua and Barbuda,0,2020-01-22,0,0.0,0,0.0,0,0.0
Argentina,0,2020-01-22,0,0.0,0,0.0,0,0.0
Armenia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Austria,0,2020-01-22,0,0.0,0,0.0,0,0.0
Azerbaijan,0,2020-01-22,0,0.0,0,0.0,0,0.0
Bahamas,0,2020-01-22,0,0.0,0,0.0,0,0.0
Bahrain,0,2020-01-22,0,0.0,0,0.0,0,0.0
Bangladesh,0,2020-01-22,0,0.0,0,0.0,0,0.0
Barbados,0,2020-01-22,0,0.0,0,0.0,0,0.0
Belarus,0,2020-01-22,0,0.0,0,0.0,0,0.0
Belgium,0,2020-01-22,0,0.0,0,0.0,0,0.0
Belize,0,2020-01-22,0,0.0,0,0.0,0,0.0
Benin,0,2020-01-22,0,0.0,0,0.0,0,0.0
Bhutan,0,2020-01-22,0,0.0,0,0.0,0,0.0
Bolivia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Bosnia and Herzegovina,0,2020-01-22,0,0.0,0,0.0,0,0.0
Botswana,0,2020-01-22,0,0.0,0,0.0,0,0.0
Brazil,0,2020-01-22,0,0.0,0,0.0,0,0.0
Brunei,0,2020-01-22,0,0.0,0,0.0,0,0.0
Bulgaria,0,2020-01-22,0,0.0,0,0.0,0,0.0
Burkina Faso,0,2020-01-22,0,0.0,0,0.0,0,0.0
Burma,0,2020-01-22,0,0.0,0,0.0,0,0.0
Burundi,0,2020-01-22,0,0.0,0,0.0,0,0.0
Cabo Verde,0,2020-01-22,0,0.0,0,0.0,0,0.0
Cambodia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Cameroon,0,2020-01-22,0,0.0,0,0.0,0,0.0
Central African Republic,0,2020-01-22,0,0.0,0,0.0,0,0.0
Chad,0,2020-01-22,0,0.0,0,0.0,0,0.0
Chile,0,2020-01-22,0,0.0,0,0.0,0,0.0
Colombia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Comoros,0,2020-01-22,0,0.0,0,0.0,0,0.0
Congo (Brazzaville),0,2020-01-22,0,0.0,0,0.0,0,0.0
Congo (Kinshasa),0,2020-01-22,0,0.0,0,0.0,0,0.0
Costa Rica,0,2020-01-22,0,0.0,0,0.0,0,0.0
Cote d'Ivoire,0,2020-01-22,0,0.0,0,0.0,0,0.0
Croatia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Cuba,0,2020-01-22,0,0.0,0,0.0,0,0.0
Cyprus,0,2020-01-22,0,0.0,0,0.0,0,0.0
Czechia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Denmark,0,2020-01-22,0,0.0,0,0.0,0,0.0
Diamond Princess,0,2020-01-22,0,0.0,0,0.0,0,0.0
Djibouti,0,2020-01-22,0,0.0,0,0.0,0,0.0
Dominica,0,2020-01-22,0,0.0,0,0.0,0,0.0
Dominican Republic,0,2020-01-22,0,0.0,0,0.0,0,0.0
Ecuador,0,2020-01-22,0,0.0,0,0.0,0,0.0
Egypt,0,2020-01-22,0,0.0,0,0.0,0,0.0
El Salvador,0,2020-01-22,0,0.0,0,0.0,0,0.0
Equatorial Guinea,0,2020-01-22,0,0.0,0,0.0,0,0.0
Eritrea,0,2020-01-22,0,0.0,0,0.0,0,0.0
Estonia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Eswatini,0,2020-01-22,0,0.0,0,0.0,0,0.0
Ethiopia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Fiji,0,2020-01-22,0,0.0,0,0.0,0,0.0
Finland,0,2020-01-22,0,0.0,0,0.0,0,0.0
France,0,2020-01-22,0,0.0,0,0.0,0,0.0
Gabon,0,2020-01-22,0,0.0,0,0.0,0,0.0
Gambia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Georgia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Germany,0,2020-01-22,0,0.0,0,0.0,0,0.0
Ghana,0,2020-01-22,0,0.0,0,0.0,0,0.0
Greece,0,2020-01-22,0,0.0,0,0.0,0,0.0
Grenada,0,2020-01-22,0,0.0,0,0.0,0,0.0
Guatemala,0,2020-01-22,0,0.0,0,0.0,0,0.0
Guinea,0,2020-01-22,0,0.0,0,0.0,0,0.0
Guinea-Bissau,0,2020-01-22,0,0.0,0,0.0,0,0.0
Guyana,0,2020-01-22,0,0.0,0,0.0,0,0.0
Haiti,0,2020-01-22,0,0.0,0,0.0,0,0.0
Holy See,0,2020-01-22,0,0.0,0,0.0,0,0.0
Honduras,0,2020-01-22,0,0.0,0,0.0,0,0.0
Hungary,0,2020-01-22,0,0.0,0,0.0,0,0.0
Iceland,0,2020-01-22,0,0.0,0,0.0,0,0.0
India,0,2020-01-22,0,0.0,0,0.0,0,0.0
Indonesia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Iran,0,2020-01-22,0,0.0,0,0.0,0,0.0
Iraq,0,2020-01-22,0,0.0,0,0.0,0,0.0
Ireland,0,2020-01-22,0,0.0,0,0.0,0,0.0
Israel,0,2020-01-22,0,0.0,0,0.0,0,0.0
Italy,0,2020-01-22,0,0.0,0,0.0,0,0.0
Jamaica,0,2020-01-22,0,0.0,0,0.0,0,0.0
Japan,0,2020-01-22,0,0.0,2,0.0,0,0.0
Jordan,0,2020-01-22,0,0.0,0,0.0,0,0.0
Kazakhstan,0,2020-01-22,0,0.0,0,0.0,0,0.0
Kenya,0,2020-01-22,0,0.0,0,0.0,0,0.0
"Korea, South",0,2020-01-22,0,0.0,1,0.0,0,0.0
Kosovo,0,2020-01-22,0,0.0,0,0.0,0,0.0
Kuwait,0,2020-01-22,0,0.0,0,0.0,0,0.0
Kyrgyzstan,0,2020-01-22,0,0.0,0,0.0,0,0.0
Laos,0,2020-01-22,0,0.0,0,0.0,0,0.0
Latvia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Lebanon,0,2020-01-22,0,0.0,0,0.0,0,0.0
Lesotho,0,2020-01-22,0,0.0,0,0.0,0,0.0
Liberia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Libya,0,2020-01-22,0,0.0,0,0.0,0,0.0
Liechtenstein,0,2020-01-22,0,0.0,0,0.0,0,0.0
Lithuania,0,2020-01-22,0,0.0,0,0.0,0,0.0
Luxembourg,0,2020-01-22,0,0.0,0,0.0,0,0.0
MS Zaandam,0,2020-01-22,0,0.0,0,0.0,0,0.0
Madagascar,0,2020-01-22,0,0.0,0,0.0,0,0.0
Malawi,0,2020-01-22,0,0.0,0,0.0,0,0.0
Malaysia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Maldives,0,2020-01-22,0,0.0,0,0.0,0,0.0
Mali,0,2020-01-22,0,0.0,0,0.0,0,0.0
Malta,0,2020-01-22,0,0.0,0,0.0,0,0.0
Mauritania,0,2020-01-22,0,0.0,0,0.0,0,0.0
Mauritius,0,2020-01-22,0,0.0,0,0.0,0,0.0
Mexico,0,2020-01-22,0,0.0,0,0.0,0,0.0
Moldova,0,2020-01-22,0,0.0,0,0.0,0,0.0
Monaco,0,2020-01-22,0,0.0,0,0.0,0,0.0
Mongolia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Montenegro,0,2020-01-22,0,0.0,0,0.0,0,0.0
Morocco,0,2020-01-22,0,0.0,0,0.0,0,0.0
Mozambique,0,2020-01-22,0,0.0,0,0.0,0,0.0
Namibia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Nepal,0,2020-01-22,0,0.0,0,0.0,0,0.0
Netherlands,0,2020-01-22,0,0.0,0,0.0,0,0.0
New Zealand,0,2020-01-22,0,0.0,0,0.0,0,0.0
Nicaragua,0,2020-01-22,0,0.0,0,0.0,0,0.0
Niger,0,2020-01-22,0,0.0,0,0.0,0,0.0
Nigeria,0,2020-01-22,0,0.0,0,0.0,0,0.0
North Macedonia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Norway,0,2020-01-22,0,0.0,0,0.0,0,0.0
Oman,0,2020-01-22,0,0.0,0,0.0,0,0.0
Pakistan,0,2020-01-22,0,0.0,0,0.0,0,0.0
Panama,0,2020-01-22,0,0.0,0,0.0,0,0.0
Papua New Guinea,0,2020-01-22,0,0.0,0,0.0,0,0.0
Paraguay,0,2020-01-22,0,0.0,0,0.0,0,0.0
Peru,0,2020-01-22,0,0.0,0,0.0,0,0.0
Philippines,0,2020-01-22,0,0.0,0,0.0,0,0.0
Poland,0,2020-01-22,0,0.0,0,0.0,0,0.0
Portugal,0,2020-01-22,0,0.0,0,0.0,0,0.0
Qatar,0,2020-01-22,0,0.0,0,0.0,0,0.0
Romania,0,2020-01-22,0,0.0,0,0.0,0,0.0
Russia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Rwanda,0,2020-01-22,0,0.0,0,0.0,0,0.0
Saint Kitts and Nevis,0,2020-01-22,0,0.0,0,0.0,0,0.0
Saint Lucia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Saint Vincent and the Grenadines,0,2020-01-22,0,0.0,0,0.0,0,0.0
San Marino,0,2020-01-22,0,0.0,0,0.0,0,0.0
Sao Tome and Principe,0,2020-01-22,0,0.0,0,0.0,0,0.0
Saudi Arabia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Senegal,0,2020-01-22,0,0.0,0,0.0,0,0.0
Serbia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Seychelles,0,2020-01-22,0,0.0,0,0.0,0,0.0
Sierra Leone,0,2020-01-22,0,0.0,0,0.0,0,0.0
Singapore,0,2020-01-22,0,0.0,0,0.0,0,0.0
Slovakia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Slovenia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Somalia,0,2020-01-22,0,0.0,0,0.0,0,0.0
South Africa,0,2020-01-22,0,0.0,0,0.0,0,0.0
South Sudan,0,2020-01-22,0,0.0,0,0.0,0,0.0
Spain,0,2020-01-22,0,0.0,0,0.0,0,0.0
Sri Lanka,0,2020-01-22,0,0.0,0,0.0,0,0.0
Sudan,0,2020-01-22,0,0.0,0,0.0,0,0.0
Suriname,0,2020-01-22,0,0.0,0,0.0,0,0.0
Sweden,0,2020-01-22,0,0.0,0,0.0,0,0.0
Switzerland,0,2020-01-22,0,0.0,0,0.0,0,0.0
Syria,0,2020-01-22,0,0.0,0,0.0,0,0.0
Taiwan*,0,2020-01-22,0,0.0,1,0.0,0,0.0
Tajikistan,0,2020-01-22,0,0.0,0,0.0,0,0.0
Tanzania,0,2020-01-22,0,0.0,0,0.0,0,0.0
Thailand,0,2020-01-22,0,0.0,2,0.0,0,0.0
Timor-Leste,0,2020-01-22,0,0.0,0,0.0,0,0.0
Togo,0,2020-01-22,0,0.0,0,0.0,0,0.0
Trinidad and Tobago,0,2020-01-22,0,0.0,0,0.0,0,0.0
Tunisia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Turkey,0,2020-01-22,0,0.0,0,0.0,0,0.0
US,0,2020-01-22,0,0.0,1,0.0,0,0.0
Uganda,0,2020-01-22,0,0.0,0,0.0,0,0.0
Ukraine,0,2020-01-22,0,0.0,0,0.0,0,0.0
United Arab Emirates,0,2020-01-22,0,0.0,0,0.0,0,0.0
United Kingdom,0,2020-01-22,0,0.0,0,0.0,0,0.0
Uruguay,0,2020-01-22,0,0.0,0,0.0,0,0.0
Uzbekistan,0,2020-01-22,0,0.0,0,0.0,0,0.0
Venezuela,0,2020-01-22,0,0.0,0,0.0,0,0.0
Vietnam,0,2020-01-22,0,0.0,0,0.0,0,0.0
West Bank and Gaza,0,2020-01-22,0,0.0,0,0.0,0,0.0
Western Sahara,0,2020-01-22,0,0.0,0,0.0,0,0.0
Yemen,0,2020-01-22,0,0.0,0,0.0,0,0.0
Zambia,0,2020-01-22,0,0.0,0,0.0,0,0.0
Zimbabwe,0,2020-01-22,0,0.0,0,0.0,0,0.0
Australia,Australian Capital Territory,2020-01-23,0,0.0,0,0.0,0,0.0
Australia,New South Wales,2020-01-23,0,0.0,0,0.0,0,0.0
Australia,Northern Territory,2020-01-23,0,0.0,0,0.0,0,0.0
Australia,Queensland,2020-01-23,0,0.0,0,0.0,0,0.0
Australia,South Australia,2020-01-23,0,0.0,0,0.0,0,0.0
Australia,Tasmania,2020-01-23,0,0.0,0,0.0,0,0.0
Australia,Victoria,2020-01-23,0,0.0,0,0.0,0,0.0
Australia,Western Australia,2020-01-23,0,0.0,0,0.0,0,0.0
China,Anhui,2020-01-23,0,0.0,9,8.0,0,0.0
China,Beijing,2020-01-23,0,0.0,22,8.0,0,0.0
China,Chongqing,2020-01-23,0,0.0,9,3.0,0,0.0
China,Fujian,2020-01-23,0,0.0,5,4.0,0,0.0
China,Gansu,2020-01-23,0,0.0,2,2.0,0,0.0
China,Guangdong,2020-01-23,0,0.0,32,6.0,2,2.0
China,Guangxi,2020-01-23,0,0.0,5,3.0,0,0.0
China,Guizhou,2020-01-23,0,0.0,3,2.0,0,0.0
China,Hainan,2020-01-23,0,0.0,5,1.0,0,0.0
China,Hebei,2020-01-23,1,1.0,1,0.0,0,0.0
China,Heilongjiang,2020-01-23,0,0.0,2,2.0,0,0.0
China,Henan,2020-01-23,0,0.0,5,0.0,0,0.0
China,Hong Kong,2020-01-23,0,0.0,2,2.0,0,0.0
China,Hubei,2020-01-23,17,0.0,444,0.0,28,0.0
China,Hunan,2020-01-23,0,0.0,9,5.0,0,0.0
China,Inner Mongolia,2020-01-23,0,0.0,0,0.0,0,0.0
China,Jiangsu,2020-01-23,0,0.0,5,4.0,0,0.0
China,Jiangxi,2020-01-23,0,0.0,7,5.0,0,0.0
China,Jilin,2020-01-23,0,0.0,1,1.0,0,0.0
China,Liaoning,2020-01-23,0,0.0,3,1.0,0,0.0
China,Macau,2020-01-23,0,0.0,2,1.0,0,0.0
China,Ningxia,2020-01-23,0,0.0,1,0.0,0,0.0
China,Qinghai,2020-01-23,0,0.0,0,0.0,0,0.0
China,Shaanxi,2020-01-23,0,0.0,3,3.0,0,0.0
China,Shandong,2020-01-23,0,0.0,6,4.0,0,0.0
China,Shanghai,2020-01-23,0,0.0,16,7.0,0,0.0
China,Shanxi,2020-01-23,0,0.0,1,0.0,0,0.0
China,Sichuan,2020-01-23,0,0.0,8,3.0,0,0.0
China,Tianjin,2020-01-23,0,0.0,4,0.0,0,0.0
China,Tibet,2020-01-23,0,0.0,0,0.0,0,0.0
China,Xinjiang,2020-01-23,0,0.0,2,2.0,0,0.0
China,Yunnan,2020-01-23,0,0.0,2,1.0,0,0.0
China,Zhejiang,2020-01-23,0,0.0,27,17.0,0,0.0
Afghanistan,0,2020-01-23,0,0.0,0,0.0,0,0.0
Albania,0,2020-01-23,0,0.0,0,0.0,0,0.0
Algeria,0,2020-01-23,0,0.0,0,0.0,0,0.0
Andorra,0,2020-01-23,0,0.0,0,0.0,0,0.0
Angola,0,2020-01-23,0,0.0,0,0.0,0,0.0
Antigua and Barbuda,0,2020-01-23,0,0.0,0,0.0,0,0.0
Argentina,0,2020-01-23,0,0.0,0,0.0,0,0.0
Armenia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Austria,0,2020-01-23,0,0.0,0,0.0,0,0.0
Azerbaijan,0,2020-01-23,0,0.0,0,0.0,0,0.0
Bahamas,0,2020-01-23,0,0.0,0,0.0,0,0.0
Bahrain,0,2020-01-23,0,0.0,0,0.0,0,0.0
Bangladesh,0,2020-01-23,0,0.0,0,0.0,0,0.0
Barbados,0,2020-01-23,0,0.0,0,0.0,0,0.0
Belarus,0,2020-01-23,0,0.0,0,0.0,0,0.0
Belgium,0,2020-01-23,0,0.0,0,0.0,0,0.0
Belize,0,2020-01-23,0,0.0,0,0.0,0,0.0
Benin,0,2020-01-23,0,0.0,0,0.0,0,0.0
Bhutan,0,2020-01-23,0,0.0,0,0.0,0,0.0
Bolivia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Bosnia and Herzegovina,0,2020-01-23,0,0.0,0,0.0,0,0.0
Botswana,0,2020-01-23,0,0.0,0,0.0,0,0.0
Brazil,0,2020-01-23,0,0.0,0,0.0,0,0.0
Brunei,0,2020-01-23,0,0.0,0,0.0,0,0.0
Bulgaria,0,2020-01-23,0,0.0,0,0.0,0,0.0
Burkina Faso,0,2020-01-23,0,0.0,0,0.0,0,0.0
Burma,0,2020-01-23,0,0.0,0,0.0,0,0.0
Burundi,0,2020-01-23,0,0.0,0,0.0,0,0.0
Cabo Verde,0,2020-01-23,0,0.0,0,0.0,0,0.0
Cambodia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Cameroon,0,2020-01-23,0,0.0,0,0.0,0,0.0
Central African Republic,0,2020-01-23,0,0.0,0,0.0,0,0.0
Chad,0,2020-01-23,0,0.0,0,0.0,0,0.0
Chile,0,2020-01-23,0,0.0,0,0.0,0,0.0
Colombia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Comoros,0,2020-01-23,0,0.0,0,0.0,0,0.0
Congo (Brazzaville),0,2020-01-23,0,0.0,0,0.0,0,0.0
Congo (Kinshasa),0,2020-01-23,0,0.0,0,0.0,0,0.0
Costa Rica,0,2020-01-23,0,0.0,0,0.0,0,0.0
Cote d'Ivoire,0,2020-01-23,0,0.0,0,0.0,0,0.0
Croatia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Cuba,0,2020-01-23,0,0.0,0,0.0,0,0.0
Cyprus,0,2020-01-23,0,0.0,0,0.0,0,0.0
Czechia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Denmark,0,2020-01-23,0,0.0,0,0.0,0,0.0
Diamond Princess,0,2020-01-23,0,0.0,0,0.0,0,0.0
Djibouti,0,2020-01-23,0,0.0,0,0.0,0,0.0
Dominica,0,2020-01-23,0,0.0,0,0.0,0,0.0
Dominican Republic,0,2020-01-23,0,0.0,0,0.0,0,0.0
Ecuador,0,2020-01-23,0,0.0,0,0.0,0,0.0
Egypt,0,2020-01-23,0,0.0,0,0.0,0,0.0
El Salvador,0,2020-01-23,0,0.0,0,0.0,0,0.0
Equatorial Guinea,0,2020-01-23,0,0.0,0,0.0,0,0.0
Eritrea,0,2020-01-23,0,0.0,0,0.0,0,0.0
Estonia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Eswatini,0,2020-01-23,0,0.0,0,0.0,0,0.0
Ethiopia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Fiji,0,2020-01-23,0,0.0,0,0.0,0,0.0
Finland,0,2020-01-23,0,0.0,0,0.0,0,0.0
France,0,2020-01-23,0,0.0,0,0.0,0,0.0
Gabon,0,2020-01-23,0,0.0,0,0.0,0,0.0
Gambia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Georgia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Germany,0,2020-01-23,0,0.0,0,0.0,0,0.0
Ghana,0,2020-01-23,0,0.0,0,0.0,0,0.0
Greece,0,2020-01-23,0,0.0,0,0.0,0,0.0
Grenada,0,2020-01-23,0,0.0,0,0.0,0,0.0
Guatemala,0,2020-01-23,0,0.0,0,0.0,0,0.0
Guinea,0,2020-01-23,0,0.0,0,0.0,0,0.0
Guinea-Bissau,0,2020-01-23,0,0.0,0,0.0,0,0.0
Guyana,0,2020-01-23,0,0.0,0,0.0,0,0.0
Haiti,0,2020-01-23,0,0.0,0,0.0,0,0.0
Holy See,0,2020-01-23,0,0.0,0,0.0,0,0.0
Honduras,0,2020-01-23,0,0.0,0,0.0,0,0.0
Hungary,0,2020-01-23,0,0.0,0,0.0,0,0.0
Iceland,0,2020-01-23,0,0.0,0,0.0,0,0.0
India,0,2020-01-23,0,0.0,0,0.0,0,0.0
Indonesia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Iran,0,2020-01-23,0,0.0,0,0.0,0,0.0
Iraq,0,2020-01-23,0,0.0,0,0.0,0,0.0
Ireland,0,2020-01-23,0,0.0,0,0.0,0,0.0
Israel,0,2020-01-23,0,0.0,0,0.0,0,0.0
Italy,0,2020-01-23,0,0.0,0,0.0,0,0.0
Jamaica,0,2020-01-23,0,0.0,0,0.0,0,0.0
Japan,0,2020-01-23,0,0.0,2,0.0,0,0.0
Jordan,0,2020-01-23,0,0.0,0,0.0,0,0.0
Kazakhstan,0,2020-01-23,0,0.0,0,0.0,0,0.0
Kenya,0,2020-01-23,0,0.0,0,0.0,0,0.0
"Korea, South",0,2020-01-23,0,0.0,1,0.0,0,0.0
Kosovo,0,2020-01-23,0,0.0,0,0.0,0,0.0
Kuwait,0,2020-01-23,0,0.0,0,0.0,0,0.0
Kyrgyzstan,0,2020-01-23,0,0.0,0,0.0,0,0.0
Laos,0,2020-01-23,0,0.0,0,0.0,0,0.0
Latvia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Lebanon,0,2020-01-23,0,0.0,0,0.0,0,0.0
Lesotho,0,2020-01-23,0,0.0,0,0.0,0,0.0
Liberia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Libya,0,2020-01-23,0,0.0,0,0.0,0,0.0
Liechtenstein,0,2020-01-23,0,0.0,0,0.0,0,0.0
Lithuania,0,2020-01-23,0,0.0,0,0.0,0,0.0
Luxembourg,0,2020-01-23,0,0.0,0,0.0,0,0.0
MS Zaandam,0,2020-01-23,0,0.0,0,0.0,0,0.0
Madagascar,0,2020-01-23,0,0.0,0,0.0,0,0.0
Malawi,0,2020-01-23,0,0.0,0,0.0,0,0.0
Malaysia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Maldives,0,2020-01-23,0,0.0,0,0.0,0,0.0
Mali,0,2020-01-23,0,0.0,0,0.0,0,0.0
Malta,0,2020-01-23,0,0.0,0,0.0,0,0.0
Mauritania,0,2020-01-23,0,0.0,0,0.0,0,0.0
Mauritius,0,2020-01-23,0,0.0,0,0.0,0,0.0
Mexico,0,2020-01-23,0,0.0,0,0.0,0,0.0
Moldova,0,2020-01-23,0,0.0,0,0.0,0,0.0
Monaco,0,2020-01-23,0,0.0,0,0.0,0,0.0
Mongolia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Montenegro,0,2020-01-23,0,0.0,0,0.0,0,0.0
Morocco,0,2020-01-23,0,0.0,0,0.0,0,0.0
Mozambique,0,2020-01-23,0,0.0,0,0.0,0,0.0
Namibia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Nepal,0,2020-01-23,0,0.0,0,0.0,0,0.0
Netherlands,0,2020-01-23,0,0.0,0,0.0,0,0.0
New Zealand,0,2020-01-23,0,0.0,0,0.0,0,0.0
Nicaragua,0,2020-01-23,0,0.0,0,0.0,0,0.0
Niger,0,2020-01-23,0,0.0,0,0.0,0,0.0
Nigeria,0,2020-01-23,0,0.0,0,0.0,0,0.0
North Macedonia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Norway,0,2020-01-23,0,0.0,0,0.0,0,0.0
Oman,0,2020-01-23,0,0.0,0,0.0,0,0.0
Pakistan,0,2020-01-23,0,0.0,0,0.0,0,0.0
Panama,0,2020-01-23,0,0.0,0,0.0,0,0.0
Papua New Guinea,0,2020-01-23,0,0.0,0,0.0,0,0.0
Paraguay,0,2020-01-23,0,0.0,0,0.0,0,0.0
Peru,0,2020-01-23,0,0.0,0,0.0,0,0.0
Philippines,0,2020-01-23,0,0.0,0,0.0,0,0.0
Poland,0,2020-01-23,0,0.0,0,0.0,0,0.0
Portugal,0,2020-01-23,0,0.0,0,0.0,0,0.0
Qatar,0,2020-01-23,0,0.0,0,0.0,0,0.0
Romania,0,2020-01-23,0,0.0,0,0.0,0,0.0
Russia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Rwanda,0,2020-01-23,0,0.0,0,0.0,0,0.0
Saint Kitts and Nevis,0,2020-01-23,0,0.0,0,0.0,0,0.0
Saint Lucia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Saint Vincent and the Grenadines,0,2020-01-23,0,0.0,0,0.0,0,0.0
San Marino,0,2020-01-23,0,0.0,0,0.0,0,0.0
Sao Tome and Principe,0,2020-01-23,0,0.0,0,0.0,0,0.0
Saudi Arabia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Senegal,0,2020-01-23,0,0.0,0,0.0,0,0.0
Serbia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Seychelles,0,2020-01-23,0,0.0,0,0.0,0,0.0
Sierra Leone,0,2020-01-23,0,0.0,0,0.0,0,0.0
Singapore,0,2020-01-23,0,0.0,1,1.0,0,0.0
Slovakia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Slovenia,0,2020-01-23,0,0.0,0,0.0,0,0.0
Somalia,0,2020-01-23,0,0.0,0,0.0,0,0.0
South Africa,0,2020-01-23,0,0.0,0,0.0,0,0.0
South Sudan,0,2020-01-23,0,0.0,0,0.0,0,0.0
Spain,0,2020-01-23,0,0.0,0,0.0,0,0.0
